term_kind,measurement_code,metadata_code,surface,source_id,collected_on,evidence_url,evidence_snippet,synonym_type,review_status,note
measurement,WQ-014,,itemAbs,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-015,,itemPhenol,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,명세의 국문 설명이 'n-Hex 추출물질'로 itemNhex와 중복 기재됨(원문 오류). 필드명 기준으로 페놀류에 매핑
measurement,WQ-016,,itemCn,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-017,,itemCr,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-018,,itemCr6,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-019,,itemCd,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-020,,itemHg,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-021,,itemPb,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-022,,itemAs,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-023,,itemCu,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-024,,itemZn,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-025,,itemFe,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-026,,itemMn,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-027,,itemFl,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-028,,itemOp,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-029,,itemPcb,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-032,,itemTce,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-033,,itemPce,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-034,,itemBenzene,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-035,,itemDcm,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-036,,itemDceth,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,"명세 국문은 '1,2-다이클로로에탄'인데 코드는 1,1-DCE로 읽힐 소지 — 국문 설명 기준 매핑"
measurement,WQ-037,,itemChcl3,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-038,,itemDiox,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-039,,itemHcho,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-045,,itemSe,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,명세의 국문 설명이 '세슘'으로 기재됨(원문 오류). 필드명 Se 기준으로 셀레늄에 매핑
measurement,WQ-046,,itemBa,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-048,,itemCcl4,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-050,,itemNi,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-051,,itemDehp,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-059,,itemAntimon,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-060,,itemDoc,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-061,,itemCloa,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-062,,itemEc,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-063,,itemEcoli,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-064,,itemNh3n,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-065,,itemNo3n,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-066,,itemPop,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-067,,itemDtn,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-068,,itemDtp,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-073,,itemTrans,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-074,,itemLvl,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-075,,itemAmnt,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
measurement,WQ-076,,itemHcb,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
metadata,,MD-001,ptNm,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
metadata,,MD-002,ptNo,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
metadata,,MD-015,addr,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
metadata,,MD-022,orgNm,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
metadata,,MD-008,wmyr,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
metadata,,MD-009,wmod,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
metadata,,MD-010,wmwk,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
metadata,,MD-006,wmcymd,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
metadata,,MD-024,wmdep,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
metadata,,MD-027,rowno,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
metadata,,MD-028,totalCount,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,출력결과 명세표 항목명(영문) 열,column_name,verified,
metadata,,MD-013,latDgr,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,,column_name,verified,도/분/초 분리 필드 — 십진도 환산 필요
metadata,,MD-013,latMin,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,,column_name,verified,도/분/초 분리 필드 — 십진도 환산 필요
metadata,,MD-013,latSec,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,,column_name,verified,도/분/초 분리 필드 — 십진도 환산 필요
metadata,,MD-014,lonDgr,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,,column_name,verified,도/분/초 분리 필드 — 십진도 환산 필요
metadata,,MD-014,lonMin,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,,column_name,verified,도/분/초 분리 필드 — 십진도 환산 필요
metadata,,MD-014,lonSec,NIER_WQ_API,2026-08-05,https://www.data.go.kr/data/15081073/openapi.do,,column_name,verified,도/분/초 분리 필드 — 십진도 환산 필요
measurement,WQ-009,,WATT,SEOUL_WPOS,2026-08-05,http://openapi.seoul.go.kr:8088/sample/json/WPOSInformationTime/1/5/,"{""YMD"":""20260805"",""HR"":""20:00"",""MSRSTN_NM"":""탄천"",""WATT"":""32.1"",...}",column_name,verified,도메인 지식 없이는 전력(Watt)으로 오해하기 쉬운 축약 — 사전 없이는 자동 매핑 불가한 대표 사례
measurement,WQ-008,,TOT_PH,SEOUL_WPOS,2026-08-05,http://openapi.seoul.go.kr:8088/sample/json/WPOSInformationTime/1/5/,"{""YMD"":""20260805"",""HR"":""20:00"",""MSRSTN_NM"":""탄천"",""WATT"":""32.1"",...}",column_name,verified,
measurement,WQ-060,,TOT_DO,SEOUL_WPOS,2026-08-05,http://openapi.seoul.go.kr:8088/sample/json/WPOSInformationTime/1/5/,"{""YMD"":""20260805"",""HR"":""20:00"",""MSRSTN_NM"":""탄천"",""WATT"":""32.1"",...}",column_name,verified,
measurement,WQ-005,,TOT_N,SEOUL_WPOS,2026-08-05,http://openapi.seoul.go.kr:8088/sample/json/WPOSInformationTime/1/5/,"{""YMD"":""20260805"",""HR"":""20:00"",""MSRSTN_NM"":""탄천"",""WATT"":""32.1"",...}",column_name,verified,
measurement,WQ-006,,TOT_TP,SEOUL_WPOS,2026-08-05,http://openapi.seoul.go.kr:8088/sample/json/WPOSInformationTime/1/5/,"{""YMD"":""20260805"",""HR"":""20:00"",""MSRSTN_NM"":""탄천"",""WATT"":""32.1"",...}",column_name,verified,
measurement,WQ-002,,TOT_OC,SEOUL_WPOS,2026-08-05,http://openapi.seoul.go.kr:8088/sample/json/WPOSInformationTime/1/5/,"{""YMD"":""20260805"",""HR"":""20:00"",""MSRSTN_NM"":""탄천"",""WATT"":""32.1"",...}",column_name,verified,
measurement,WQ-030,,PHNL,SEOUL_WPOS,2026-08-05,http://openapi.seoul.go.kr:8088/sample/json/WPOSInformationTime/1/5/,"{""YMD"":""20260805"",""HR"":""20:00"",""MSRSTN_NM"":""탄천"",""WATT"":""32.1"",...}",column_name,verified,
measurement,WQ-016,,CN,SEOUL_WPOS,2026-08-05,http://openapi.seoul.go.kr:8088/sample/json/WPOSInformationTime/1/5/,"{""YMD"":""20260805"",""HR"":""20:00"",""MSRSTN_NM"":""탄천"",""WATT"":""32.1"",...}",column_name,verified,
metadata,,MD-006,YMD,SEOUL_WPOS,2026-08-05,http://openapi.seoul.go.kr:8088/sample/json/WPOSInformationTime/1/5/,실제 API 응답 row 키,column_name,verified,
metadata,,MD-012,HR,SEOUL_WPOS,2026-08-05,http://openapi.seoul.go.kr:8088/sample/json/WPOSInformationTime/1/5/,실제 API 응답 row 키,column_name,verified,
metadata,,MD-001,MSRSTN_NM,SEOUL_WPOS,2026-08-05,http://openapi.seoul.go.kr:8088/sample/json/WPOSInformationTime/1/5/,실제 API 응답 row 키,column_name,verified,
measurement,WQ-009,,수온,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,"연도,월,시도 명,시군구 명,읍면동 명,동리 명,측정소 명,수온,수소이온농도,...",column_name,verified,
measurement,WQ-008,,수소이온농도,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,"연도,월,시도 명,시군구 명,읍면동 명,동리 명,측정소 명,수온,수소이온농도,...",column_name,verified,
measurement,WQ-060,,용존산소,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,"연도,월,시도 명,시군구 명,읍면동 명,동리 명,측정소 명,수온,수소이온농도,...",column_name,verified,
measurement,WQ-001,,생화학적 산소요구량,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,"연도,월,시도 명,시군구 명,읍면동 명,동리 명,측정소 명,수온,수소이온농도,...",column_name,verified,
measurement,WQ-003,,화학적 산소요구량,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,"연도,월,시도 명,시군구 명,읍면동 명,동리 명,측정소 명,수온,수소이온농도,...",column_name,verified,
measurement,WQ-004,,부유물질,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,"연도,월,시도 명,시군구 명,읍면동 명,동리 명,측정소 명,수온,수소이온농도,...",column_name,verified,
measurement,WQ-005,,총질소,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,"연도,월,시도 명,시군구 명,읍면동 명,동리 명,측정소 명,수온,수소이온농도,...",column_name,verified,
measurement,WQ-006,,총인,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,"연도,월,시도 명,시군구 명,읍면동 명,동리 명,측정소 명,수온,수소이온농도,...",column_name,verified,
metadata,,MD-008,연도,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,CSV 헤더 1행,column_name,verified,공백을 포함한 한글 컬럼명
metadata,,MD-009,월,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,CSV 헤더 1행,column_name,verified,공백을 포함한 한글 컬럼명
metadata,,MD-017,시도 명,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,CSV 헤더 1행,column_name,verified,공백을 포함한 한글 컬럼명
metadata,,MD-018,시군구 명,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,CSV 헤더 1행,column_name,verified,공백을 포함한 한글 컬럼명
metadata,,MD-020,읍면동 명,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,CSV 헤더 1행,column_name,verified,공백을 포함한 한글 컬럼명
metadata,,MD-021,동리 명,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,CSV 헤더 1행,column_name,verified,공백을 포함한 한글 컬럼명
metadata,,MD-001,측정소 명,DATAGO_JB,2026-08-05,https://www.data.go.kr/data/3038768/fileData.do,CSV 헤더 1행,column_name,verified,공백을 포함한 한글 컬럼명
measurement,WQ-009,,온도,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,"해당연도,하천명,구분,시료채취일,온도,수소이온농도,생물화학적산소요구량,...",column_name,verified,
measurement,WQ-008,,수소이온농도,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,"해당연도,하천명,구분,시료채취일,온도,수소이온농도,생물화학적산소요구량,...",column_name,verified,
measurement,WQ-001,,생물화학적산소요구량,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,"해당연도,하천명,구분,시료채취일,온도,수소이온농도,생물화학적산소요구량,...",column_name,verified,
measurement,WQ-003,,화학적산소요구량,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,"해당연도,하천명,구분,시료채취일,온도,수소이온농도,생물화학적산소요구량,...",column_name,verified,
measurement,WQ-002,,총 유기탄소,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,"해당연도,하천명,구분,시료채취일,온도,수소이온농도,생물화학적산소요구량,...",column_name,verified,
measurement,WQ-004,,부유물질,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,"해당연도,하천명,구분,시료채취일,온도,수소이온농도,생물화학적산소요구량,...",column_name,verified,
measurement,WQ-060,,용존산소,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,"해당연도,하천명,구분,시료채취일,온도,수소이온농도,생물화학적산소요구량,...",column_name,verified,
measurement,WQ-006,,총인,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,"해당연도,하천명,구분,시료채취일,온도,수소이온농도,생물화학적산소요구량,...",column_name,verified,
measurement,WQ-011,,총대장균군,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,"해당연도,하천명,구분,시료채취일,온도,수소이온농도,생물화학적산소요구량,...",column_name,verified,
measurement,WQ-063,,분원성대장균군,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,"해당연도,하천명,구분,시료채취일,온도,수소이온농도,생물화학적산소요구량,...",column_name,verified,
measurement,WQ-007,,생태독성(TU),DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,"해당연도,하천명,구분,시료채취일,온도,수소이온농도,생물화학적산소요구량,...",column_name,verified,
metadata,,MD-008,해당연도,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,CSV 헤더 1행,column_name,verified,
metadata,,MD-003,하천명,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,CSV 헤더 1행,column_name,verified,
metadata,,MD-011,시료채취일,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,CSV 헤더 1행,column_name,verified,
metadata,,MD-022,관련부서,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,CSV 헤더 1행,column_name,verified,
metadata,,MD-029,데이터기준일자,DATAGO_JEJU,2026-08-05,https://www.data.go.kr/data/15064129/fileData.do,CSV 헤더 1행,column_name,verified,
measurement,WQ-009,,수온,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-060,,용존산소량,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-001,,생물학적 산소요구량,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-003,,화학적 산소요구량,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-004,,부유물질,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-006,,총인,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-002,,총유기탄소,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-008,,수소이온농도,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-015,,페놀류,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-062,,전기전도도,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-011,,총대장균군수,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-065,,질산성 질소,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-068,,용존총인,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-066,,인산염인,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-061,,클로로필,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-063,,분원성대장균군수,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"측정소명,년,월,수온,용존산소량,생물학적 산소요구량,...,총소질소,총인,...",column_name,verified,
measurement,WQ-005,,총소질소,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,"...부유물질,총소질소,총인,총유기탄소,...",typo,verified,'총질소'의 오타가 원본 CSV에 그대로 유통 중. 오타를 사전에 등록해야 이 데이터가 매칭된다
metadata,,MD-001,측정소명,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,CSV 헤더 1행,column_name,verified,
metadata,,MD-008,년,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,CSV 헤더 1행,column_name,verified,
metadata,,MD-009,월,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,CSV 헤더 1행,column_name,verified,
metadata,,MD-029,데이터기준일자,DATAGO_ANYANG,2026-08-05,https://www.data.go.kr/data/3079518/fileData.do,CSV 헤더 1행,column_name,verified,
measurement,WQ-001,,생물학적 산소요구량(BOD_L당mg),DATAGO_GIMHAE,2026-08-05,https://www.data.go.kr/data/15092533/fileData.do,"하천명,소재지,생물학적 산소요구량(BOD_L당mg),총유기탄소(TOC_L당mg),...",column_name,verified,단위를 컬럼명 안에 넣은 사례 — 정규화 시 괄호를 지우면 다른 항목과 충돌할 수 있어 표기 그대로 보존
measurement,WQ-002,,총유기탄소(TOC_L당mg),DATAGO_GIMHAE,2026-08-05,https://www.data.go.kr/data/15092533/fileData.do,"하천명,소재지,생물학적 산소요구량(BOD_L당mg),총유기탄소(TOC_L당mg),...",column_name,verified,단위를 컬럼명 안에 넣은 사례 — 정규화 시 괄호를 지우면 다른 항목과 충돌할 수 있어 표기 그대로 보존
measurement,WQ-004,,부유물질량(SS_L당mg),DATAGO_GIMHAE,2026-08-05,https://www.data.go.kr/data/15092533/fileData.do,"하천명,소재지,생물학적 산소요구량(BOD_L당mg),총유기탄소(TOC_L당mg),...",column_name,verified,단위를 컬럼명 안에 넣은 사례 — 정규화 시 괄호를 지우면 다른 항목과 충돌할 수 있어 표기 그대로 보존
measurement,WQ-005,,총 질소(T-N_L당mg),DATAGO_GIMHAE,2026-08-05,https://www.data.go.kr/data/15092533/fileData.do,"하천명,소재지,생물학적 산소요구량(BOD_L당mg),총유기탄소(TOC_L당mg),...",column_name,verified,단위를 컬럼명 안에 넣은 사례 — 정규화 시 괄호를 지우면 다른 항목과 충돌할 수 있어 표기 그대로 보존
measurement,WQ-006,,총 인(T-P_L당mg),DATAGO_GIMHAE,2026-08-05,https://www.data.go.kr/data/15092533/fileData.do,"하천명,소재지,생물학적 산소요구량(BOD_L당mg),총유기탄소(TOC_L당mg),...",column_name,verified,단위를 컬럼명 안에 넣은 사례 — 정규화 시 괄호를 지우면 다른 항목과 충돌할 수 있어 표기 그대로 보존
metadata,,MD-003,하천명,DATAGO_GIMHAE,2026-08-05,https://www.data.go.kr/data/15092533/fileData.do,CSV 헤더 1행,column_name,verified,
